stateabb,sedaadmin,sedaadminname,subject,ys_mn19_ol,ys_mn19_ol_se,ys_mn19_eb,ys_mn19_eb_se,ys_mn22_ol,ys_mn22_ol_se,ys_mn22_eb,ys_mn22_eb_se,ys_chg_ol,ys_chg_ol_se,ys_chg_eb,ys_chg_eb_se,tot_asmt19,tot_asmt22,cell19,cell22,avg_asmt19,avg_asmt22
AL,100510,BUTLER COUNTY,mth,-0.873,0.05532774,-0.827,0.0491,-0.718,0.05423544,-0.749,0.0501,0.155,0.07749628,0.0779,0.0626,1366,1333,6,6,227.7,222.2
AL,100540,CALHOUN COUNTY,mth,-0.321,0.04785551,-0.325,0.0434,-0.323,0.04830628,-0.322,0.0452,-0.00204,0.06798181,0.00287,0.0572,3854,3580,6,6,642.3,596.7
AL,100540,CALHOUN COUNTY,rla,-0.0903,0.03029743,-0.098,0.0285,-0.138,0.03108771,-0.132,0.0294,-0.0477,0.04337515,-0.0337,0.0383,3849,3580,6,6,641.5,596.7
AL,100600,CHAMBERS COUNTY,mth,-0.51,0.0513349,-0.533,0.0461,-0.677,0.05233858,-0.655,0.0485,-0.167,0.07329483,-0.121,0.0603,1567,1533,6,6,261.2,255.5
AL,100600,CHAMBERS COUNTY,rla,-0.352,0.03554208,-0.361,0.0328,-0.42,0.03672703,-0.411,0.0341,-0.0684,0.05102145,-0.0508,0.0433,1568,1532,6,6,261.3,255.3
AL,100630,CHEROKEE COUNTY,mth,-0.325,0.05094629,-0.314,0.0458,-0.273,0.05086991,-0.281,0.0473,0.0516,0.07198489,0.0322,0.0596,1751,1696,6,6,291.8,282.7
AL,100630,CHEROKEE COUNTY,rla,-0.272,0.03504566,-0.245,0.0324,-0.0576,0.03564439,-0.085,0.0332,0.215,0.04997516,0.16,0.0426,1752,1694,6,6,292.0,282.3
AL,100660,CHILTON COUNTY,mth,-0.411,0.04860007,-0.424,0.044,-0.506,0.04858088,-0.495,0.0454,-0.0954,0.06870502,-0.0705,0.0577,3537,3516,6,6,589.5,586.0
AL,100660,CHILTON COUNTY,rla,-0.343,0.03094489,-0.355,0.029,-0.458,0.03109919,-0.446,0.0294,-0.114,0.04386075,-0.091,0.0386,3531,3517,6,6,588.5,586.2
AL,100690,CHOCTAW COUNTY,mth,-0.885,0.06268033,-0.861,0.0544,-0.871,0.06356288,-0.88,0.0575,0.0147,0.08926757,-0.019,0.0684,555,463,6,6,92.5,77.2
AL,100690,CHOCTAW COUNTY,rla,-0.736,0.05147478,-0.69,0.0449,-0.585,0.05269599,-0.621,0.0465,0.151,0.07365,0.0695,0.0547,554,464,6,6,92.3,77.3
AL,100720,CLARKE COUNTY,mth,-0.456,0.0535247,-0.493,0.0478,-0.708,0.05565473,-0.671,0.0512,-0.253,0.07722674,-0.178,0.0624,1042,1016,6,6,173.7,169.3
AL,100720,CLARKE COUNTY,rla,-0.364,0.04151593,-0.382,0.0375,-0.485,0.04143955,-0.465,0.0379,-0.12,0.05865687,-0.0827,0.0476,1042,1014,6,6,173.7,169.0
AL,100750,CLAY COUNTY,rla,-0.317,0.042599,-0.31,0.0384,-0.277,0.04466519,-0.283,0.0404,0.0396,0.06169218,0.0273,0.0493,850,876,6,6,141.7,146.0
AL,100750,CLAY COUNTY,mth,-0.387,0.05470935,-0.391,0.0486,-0.405,0.05667683,-0.401,0.052,-0.0177,0.07879405,-0.0102,0.0632,850,878,6,6,141.7,146.3
AL,100780,CLEBURNE COUNTY,mth,-0.217,0.05301912,-0.233,0.0473,-0.244,0.05199137,-0.235,0.0483,-0.0267,0.07424972,-0.00279,0.0607,1136,1150,6,6,189.3,191.7
AL,100780,CLEBURNE COUNTY,rla,-0.0858,0.04015239,-0.0802,0.0364,-0.0361,0.03877306,-0.0418,0.0358,0.0497,0.05581796,0.0385,0.0461,1137,1151,6,6,189.5,191.8
AL,100810,COFFEE COUNTY,mth,-0.272,0.05556911,-0.262,0.049,-0.175,0.05351196,-0.187,0.0496,0.0967,0.07706316,0.0755,0.0622,1106,1294,6,6,184.3,215.7
AL,100810,COFFEE COUNTY,rla,-0.151,0.03968182,-0.141,0.0361,-0.0696,0.03929294,-0.0811,0.0362,0.081,0.05580108,0.0598,0.0461,1103,1291,6,6,183.8,215.2
AL,100840,COLBERT COUNTY,mth,-0.544,0.05317567,-0.522,0.0474,-0.458,0.0533889,-0.474,0.0494,0.0862,0.07533323,0.0475,0.0614,1190,1153,6,6,198.3,192.2
AL,100840,COLBERT COUNTY,rla,-0.357,0.04049092,-0.357,0.0366,-0.353,0.04032556,-0.351,0.037,0.0044,0.05718466,0.00595,0.0468,1185,1152,6,6,197.5,192.0
AL,100870,CONECUH COUNTY,mth,-0.637,0.05907251,-0.63,0.0518,-0.688,0.05933203,-0.688,0.0542,-0.0513,0.08373424,-0.0572,0.0658,612,604,6,6,102.0,100.7
AL,100870,CONECUH COUNTY,rla,-0.637,0.04766675,-0.607,0.0421,-0.508,0.04823942,-0.53,0.0431,0.129,0.06787217,0.0765,0.0521,609,603,6,6,101.5,100.5
AL,100900,COOSA COUNTY,mth,-0.672,0.06451709,-0.673,0.0556,-0.755,0.06561469,-0.746,0.0591,-0.0825,0.09202641,-0.073,0.0697,411,387,6,6,68.5,64.5
AL,100900,COOSA COUNTY,rla,-0.442,0.05776985,-0.457,0.0494,-0.514,0.05984994,-0.492,0.0517,-0.0719,0.08317831,-0.035,0.0583,410,386,6,6,68.3,64.3
AL,100930,COVINGTON COUNTY,mth,-0.268,0.0522025,-0.237,0.0467,-0.0614,0.05212304,-0.0905,0.0483,0.207,0.07376999,0.147,0.0605,1387,1322,6,6,231.2,220.3
AL,100930,COVINGTON COUNTY,rla,-0.0982,0.03757771,-0.097,0.0344,-0.0614,0.03794774,-0.0649,0.0351,0.0369,0.05340256,0.0321,0.0447,1386,1323,6,6,231.0,220.5
AL,100960,CRENSHAW COUNTY,rla,-0.32,0.03887594,-0.34,0.0354,-0.451,0.04083102,-0.429,0.0374,-0.131,0.05639834,-0.0885,0.0464,995,1027,6,6,165.8,171.2
AL,100960,CRENSHAW COUNTY,mth,-0.396,0.05367492,-0.399,0.0478,-0.42,0.05463982,-0.417,0.0504,-0.0239,0.07657072,-0.0175,0.0621,995,1025,6,6,165.8,170.8
AL,100990,CULLMAN CITY,mth,0.213,0.05279326,0.218,0.0472,0.357,0.05283147,0.344,0.0489,0.144,0.0747028,0.127,0.0611,1514,1493,6,6,252.3,248.8
