stateabb,sedaadmin,sedaadminname,subject,ys_mn19_ol,ys_mn19_ol_se,ys_mn19_eb,ys_mn19_eb_se,ys_mn22_ol,ys_mn22_ol_se,ys_mn22_eb,ys_mn22_eb_se,ys_chg_ol,ys_chg_ol_se,ys_chg_eb,ys_chg_eb_se,tot_asmt19,tot_asmt22,cell19,cell22,avg_asmt19,avg_asmt22
TN,4704170,TROUSDALE COUNTY,rla,0.28,0.04709994,0.253,0.0388,0.111,0.04918405,0.126,0.0414,-0.169,0.06803645,-0.127,0.0434,620,628,6,6,103.3,104.7
TN,4704170,TROUSDALE COUNTY,mth,0.344,0.06347188,0.315,0.0551,0.188,0.06970966,0.19,0.0609,-0.156,0.0944791,-0.125,0.0702,619,526,6,5,103.2,105.2
TN,4704200,TULLAHOMA,rla,-0.232,0.03758386,-0.214,0.0323,-0.316,0.03834272,-0.328,0.0337,-0.0843,0.05368189,-0.114,0.0388,1655,1545,6,6,275.8,257.5
TN,4704200,TULLAHOMA,mth,-0.275,0.05039514,-0.247,0.0456,-0.253,0.05794974,-0.283,0.0522,0.0227,0.07695973,-0.0365,0.0621,1645,1260,6,5,274.2,252.0
TN,4704230,UNICOI COUNTY,mth,-0.105,0.05371188,-0.102,0.0481,-0.234,0.06317026,-0.229,0.0558,-0.129,0.08355105,-0.127,0.0654,1006,726,6,5,167.7,145.2
TN,4704230,UNICOI COUNTY,rla,-0.0538,0.04082523,-0.0559,0.0346,-0.192,0.04341652,-0.187,0.0373,-0.138,0.05958707,-0.131,0.0409,1006,868,6,6,167.7,144.7
TN,4704260,UNION CITY,mth,-0.0708,0.05839133,-0.0251,0.0515,0.0869,0.06540698,0.0191,0.0578,0.158,0.08765735,0.0442,0.0673,706,564,6,5,117.7,112.8
TN,4704260,UNION CITY,rla,-0.131,0.04626896,-0.0646,0.0382,-0.0457,0.04813273,-0.108,0.0407,0.0853,0.06669256,-0.0431,0.043,705,673,6,6,117.5,112.2
TN,4704290,UNION COUNTY,mth,-0.361,0.05315672,-0.399,0.0476,-0.808,0.05973767,-0.748,0.0535,-0.447,0.07996686,-0.349,0.0636,1376,2751,6,5,229.3,550.2
TN,4704290,UNION COUNTY,rla,-0.297,0.03898798,-0.303,0.0328,-0.49,0.03343428,-0.48,0.0303,-0.193,0.05139754,-0.177,0.0378,1370,3297,6,6,228.3,549.5
TN,4704320,VAN BUREN COUNTY,mth,0.058,0.06557151,0.0325,0.0568,-0.16,0.07721589,-0.14,0.0658,-0.218,0.10166145,-0.173,0.0731,322,265,6,5,53.7,53.0
TN,4704320,VAN BUREN COUNTY,rla,-0.0887,0.05439563,-0.109,0.0443,-0.307,0.06362489,-0.272,0.0502,-0.218,0.08357786,-0.162,0.0469,321,322,6,6,53.5,53.7
TN,4704350,WARREN COUNTY,mth,-0.216,0.04741723,-0.208,0.0433,-0.334,0.05423643,-0.334,0.0493,-0.119,0.0722162,-0.126,0.0595,2923,2320,6,5,487.2,464.0
TN,4704350,WARREN COUNTY,rla,-0.085,0.034765,-0.105,0.0301,-0.312,0.03417795,-0.293,0.0306,-0.227,0.04895078,-0.188,0.0369,2423,2822,5,6,484.6,470.3
TN,4704380,WASHINGTON COUNTY,mth,0.164,0.04710283,0.154,0.043,0.0326,0.05362227,0.0306,0.0488,-0.131,0.07146099,-0.123,0.0591,3762,2834,6,5,627.0,566.8
TN,4704380,WASHINGTON COUNTY,rla,0.276,0.03015892,0.254,0.027,0.0649,0.03244562,0.0839,0.0292,-0.211,0.04427442,-0.17,0.0348,3751,3476,6,6,625.2,579.3
TN,4704440,WAYNE COUNTY,rla,-0.0632,0.0402509,-0.0916,0.0342,-0.317,0.04273254,-0.285,0.0368,-0.253,0.05870873,-0.193,0.0406,930,915,6,6,155.0,152.5
TN,4704440,WAYNE COUNTY,mth,-0.249,0.05201997,-0.272,0.047,-0.599,0.06667653,-0.543,0.0581,-0.35,0.08482742,-0.271,0.0661,929,749,6,5,154.8,149.8
TN,4704470,WEAKLEY COUNTY,mth,0.115,0.04975588,0.111,0.0451,-0.0174,0.05607298,-0.0118,0.0508,-0.132,0.07497922,-0.123,0.061,1867,1484,6,5,311.2,296.8
TN,4704470,WEAKLEY COUNTY,rla,0.154,0.03430793,0.164,0.03,0.107,0.03628883,0.0927,0.0321,-0.0468,0.04994081,-0.0713,0.0374,1868,1786,6,6,311.3,297.7
TN,4704500,WHITE COUNTY,mth,-0.0348,0.04912966,-0.0024,0.0446,0.0676,0.05591974,0.0288,0.0506,0.102,0.07459885,0.0312,0.0608,1750,1360,6,5,291.7,272.0
TN,4704500,WHITE COUNTY,rla,-0.0866,0.03510997,-0.0555,0.0306,-0.0748,0.03712394,-0.106,0.0327,0.0118,0.05107837,-0.0502,0.0378,1746,1637,6,6,291.0,272.8
TN,4704530,WILLIAMSON COUNTY,mth,0.836,0.05113461,0.798,0.0458,0.666,0.05189393,0.675,0.0478,-0.169,0.07124656,-0.122,0.0588,15193,14286,5,5,3038.6,2857.2
TN,4704530,WILLIAMSON COUNTY,rla,0.79,0.02727681,0.774,0.0248,0.678,0.0295182,0.683,0.0269,-0.112,0.04017334,-0.0917,0.0327,18194,18273,6,6,3032.3,3045.5
TN,4704550,WILSON COUNTY,mth,0.33,0.04587948,0.332,0.042,0.307,0.05213352,0.293,0.0477,-0.0232,0.06957002,-0.039,0.058,7789,6707,6,5,1298.2,1341.4
TN,4704550,WILSON COUNTY,rla,0.306,0.02826946,0.307,0.0255,0.232,0.03023989,0.226,0.0275,-0.0748,0.04138094,-0.0803,0.0333,7784,8141,6,6,1297.3,1356.8
TX,4800008,DRIPPING SPRINGS ISD,mth,0.163,0.09585184,0.189,0.082,0.255,0.09587971,0.239,0.0829,0.0927,0.11568046,0.0502,0.0926,1953,2247,4,4,488.3,561.8
TX,4800008,DRIPPING SPRINGS ISD,rla,0.298,0.0379895,0.29,0.036,0.262,0.06176057,0.27,0.0536,-0.0361,0.07224495,-0.02,0.0596,3173,1794,6,3,528.8,598.0
TX,4800010,HAYS CISD,mth,0.000869,0.0943556,-0.0025,0.0811,-0.142,0.09481791,-0.125,0.0821,-0.143,0.11390477,-0.123,0.0917,6249,6060,4,4,1562.3,1515.0
TX,4800010,HAYS CISD,rla,-0.147,0.03508421,-0.143,0.0335,-0.0602,0.05787066,-0.0761,0.051,0.0866,0.06736782,0.0672,0.0568,9449,4948,6,3,1574.8,1649.3
TX,4800011,ALVARADO ISD,rla,-0.384,0.04157882,-0.379,0.0391,-0.325,0.06830895,-0.333,0.0579,0.0584,0.07967474,0.0461,0.0636,1710,822,6,3,285.0,274.0
TX,4800011,ALVARADO ISD,mth,-0.443,0.09850704,-0.344,0.0838,-0.282,0.10013295,-0.286,0.0858,0.162,0.11994134,0.0581,0.0948,1115,988,4,4,278.8,247.0
TX,4807350,COLLEGE STATION ISD,mth,0.382,0.09568692,0.339,0.0819,0.328,0.0960395,0.292,0.083,-0.0544,0.11533764,-0.047,0.0924,4154,3960,4,4,1038.5,990.0
TX,4807350,COLLEGE STATION ISD,rla,0.0815,0.03649445,0.0778,0.0347,0.0682,0.06006143,0.0745,0.0524,-0.0133,0.07021727,-0.00328,0.0585,6220,3204,6,3,1036.7,1068.0
TX,4807440,ABILENE ISD,mth,-0.144,0.09460839,-0.161,0.0812,-0.373,0.09547048,-0.356,0.0826,-0.229,0.11444771,-0.195,0.092,4957,4322,4,4,1239.3,1080.5
TX,4807440,ABILENE ISD,rla,-0.311,0.03557599,-0.327,0.0339,-0.491,0.05975474,-0.446,0.0523,-0.179,0.06923849,-0.119,0.0579,7398,3164,6,3,1233.0,1054.7
TX,4807590,ALAMO HEIGHTS ISD,mth,0.308,0.09855796,0.284,0.0838,0.348,0.09834414,0.295,0.0847,0.0396,0.11893472,0.0107,0.0942,1429,1376,4,4,357.3,344.0
TX,4807590,ALAMO HEIGHTS ISD,rla,0.261,0.04080865,0.259,0.0384,0.283,0.06926775,0.28,0.0584,0.0225,0.08066575,0.0205,0.0641,2181,1078,6,3,363.5,359.3
TX,4807780,ALEDO ISD,mth,0.686,0.09844282,0.627,0.0838,0.582,0.09720543,0.575,0.0838,-0.104,0.11797958,-0.0518,0.0937,1957,2283,4,4,489.3,570.8
TX,4807780,ALEDO ISD,rla,0.419,0.0390425,0.413,0.0369,0.45,0.06512354,0.436,0.0559,0.031,0.07556435,0.0229,0.0615,2908,1701,6,3,484.7,567.0
TX,4807800,ALICE ISD,mth,-0.408,0.09770361,-0.374,0.0833,-0.513,0.0992913,-0.497,0.0853,-0.105,0.11947762,-0.124,0.0946,1528,1229,4,4,382.0,307.3
TX,4807800,ALICE ISD,rla,-0.492,0.04014792,-0.489,0.0379,-0.408,0.06697203,-0.426,0.0571,0.0842,0.07762013,0.0628,0.0626,2258,952,6,3,376.3,317.3
TX,4807830,ALIEF ISD,mth,-0.209,0.09380494,-0.231,0.0807,-0.498,0.0944993,-0.473,0.0819,-0.289,0.11340471,-0.241,0.0914,13829,11531,4,4,3457.3,2882.8
TX,4807830,ALIEF ISD,rla,-0.386,0.03427794,-0.392,0.0328,-0.471,0.05687362,-0.445,0.0502,-0.0846,0.06618046,-0.053,0.0561,20284,8579,6,3,3380.7,2859.7
TX,4807890,ALLEN ISD,rla,0.553,0.03605745,0.535,0.0343,0.404,0.05945148,0.433,0.052,-0.149,0.06936875,-0.102,0.058,10060,5009,6,3,1676.7,1669.7
TX,4807890,ALLEN ISD,mth,0.89,0.09565654,0.774,0.0819,0.666,0.09556279,0.643,0.0827,-0.224,0.11504823,-0.132,0.0923,6557,6376,4,4,1639.3,1594.0
TX,4808090,ALVIN ISD,mth,-0.0127,0.09396908,-0.000822,0.0808,-0.165,0.09454149,-0.125,0.082,-0.153,0.11354303,-0.124,0.0915,7674,7495,4,4,1918.5,1873.8
TX,4808090,ALVIN ISD,rla,-0.0709,0.03466656,-0.0721,0.0331,-0.02,0.05717197,-0.0316,0.0504,0.0509,0.06662632,0.0405,0.0563,12107,6645,6,3,2017.8,2215.0
TX,4808130,AMARILLO ISD,mth,0.132,0.09368869,0.117,0.0806,-0.00876,0.09421131,0.00314,0.0817,-0.141,0.11315287,-0.114,0.0913,9956,8815,4,4,2489.0,2203.8
TX,4808130,AMARILLO ISD,rla,-0.141,0.03431948,-0.145,0.0328,-0.139,0.05685005,-0.139,0.0502,0.00198,0.06624425,0.00581,0.0561,14625,6802,6,3,2437.5,2267.3
TX,4808280,ANDREWS ISD,mth,-0.246,0.09851984,-0.186,0.0838,-0.209,0.09849758,-0.198,0.0847,0.037,0.11875882,-0.0122,0.0941,1354,1218,4,4,338.5,304.5
TX,4808280,ANDREWS ISD,rla,-0.257,0.04095483,-0.247,0.0385,-0.106,0.0664728,-0.143,0.0566,0.151,0.07831911,0.104,0.0629,2008,927,6,3,334.7,309.0
TX,4808310,ANGLETON ISD,mth,-0.132,0.09576189,-0.0621,0.082,0.112,0.09647065,0.0703,0.0833,0.244,0.11581968,0.132,0.0927,2003,1964,4,4,500.8,491.0
TX,4808310,ANGLETON ISD,rla,-0.172,0.03753159,-0.164,0.0356,-0.0246,0.06215822,-0.0572,0.0539,0.148,0.07241103,0.107,0.0597,3062,1474,6,3,510.3,491.3
TX,4808340,ANNA ISD,mth,0.139,0.09827749,0.096,0.0836,-0.171,0.09877941,-0.128,0.0849,-0.31,0.1188104,-0.224,0.0942,1165,1353,4,4,291.3,338.3
TX,4808340,ANNA ISD,rla,-0.127,0.04081033,-0.138,0.0384,-0.188,0.06598809,-0.172,0.0565,-0.0611,0.07678573,-0.0342,0.0621,1749,1029,6,3,291.5,343.0
TX,4808550,ARANSAS COUNTY ISD,mth,-0.327,0.10265884,-0.331,0.0864,-0.6,0.10561177,-0.561,0.0894,-0.274,0.12520638,-0.23,0.0974,862,858,4,4,215.5,214.5
TX,4808550,ARANSAS COUNTY ISD,rla,-0.396,0.04682179,-0.383,0.0436,-0.274,0.07909588,-0.3,0.0646,0.123,0.09060482,0.0823,0.0688,1299,696,6,3,216.5,232.0
TX,4808580,ARANSAS PASS ISD,mth,-0.121,0.1058102,-0.172,0.088,-0.553,0.10491654,-0.487,0.0896,-0.433,0.12757083,-0.316,0.0986,442,465,4,4,110.5,116.3
TX,4808580,ARANSAS PASS ISD,rla,-0.264,0.04703462,-0.256,0.0437,-0.148,0.07824528,-0.181,0.0638,0.115,0.09132839,0.0742,0.0691,679,350,6,3,113.2,116.7
TX,4808670,ARGYLE ISD,rla,0.305,0.04213883,0.299,0.0395,0.291,0.06829568,0.296,0.0578,-0.0144,0.08085702,-0.00281,0.0642,1476,1058,6,3,246.0,352.7
TX,4808670,ARGYLE ISD,mth,0.583,0.10008883,0.557,0.0849,0.731,0.10028748,0.658,0.086,0.148,0.12101239,0.102,0.0952,949,1290,4,4,237.3,322.5
TX,4808700,ARLINGTON ISD,mth,-0.00873,0.09349944,-0.0584,0.0805,-0.265,0.09408755,-0.272,0.0816,-0.256,0.11299004,-0.213,0.0912,17761,15187,4,4,4440.3,3796.8
TX,4808700,ARLINGTON ISD,rla,-0.24,0.03396873,-0.242,0.0325,-0.266,0.05627586,-0.253,0.0498,-0.0256,0.06545947,-0.0113,0.0556,26472,12224,6,3,4412.0,4074.7
TX,4808870,ATHENS ISD,mth,-0.148,0.10100689,-0.107,0.0853,-0.195,0.10133403,-0.17,0.0868,-0.0467,0.12257413,-0.0625,0.0961,874,838,4,4,218.5,209.5
TX,4808870,ATHENS ISD,rla,-0.326,0.04362134,-0.324,0.0409,-0.325,0.07529323,-0.312,0.0623,0.00144,0.08686275,0.012,0.0671,1317,651,6,3,219.5,217.0
TX,4808910,AUBREY ISD,mth,0.247,0.10081128,0.206,0.0852,0.131,0.10108525,0.112,0.0865,-0.116,0.12083656,-0.0944,0.0952,770,1018,4,4,192.5,254.5
TX,4808910,AUBREY ISD,rla,0.0895,0.04512935,0.0616,0.042,-0.0863,0.06909798,-0.0424,0.0582,-0.176,0.08302783,-0.104,0.0653,1165,743,6,3,194.2,247.7
TX,4808940,AUSTIN ISD,mth,-0.000606,0.09343676,0.00456,0.0804,-0.197,0.0940363,-0.148,0.0816,-0.196,0.11285589,-0.153,0.0911,23887,20471,4,4,5971.8,5117.8
TX,4808940,AUSTIN ISD,rla,-0.0408,0.03394304,-0.0472,0.0325,-0.0706,0.05647376,-0.0644,0.0499,-0.0298,0.06574039,-0.0173,0.0558,34890,14944,6,3,5815.0,4981.3
TX,4809200,AZLE ISD,mth,-0.0268,0.09615585,0.00541,0.0822,0.0278,0.09663502,0.0161,0.0834,0.0546,0.1160473,0.0107,0.0928,2067,2050,4,4,516.8,512.5
TX,4809200,AZLE ISD,rla,-0.0918,0.03741917,-0.0935,0.0355,-0.0605,0.06157669,-0.0668,0.0535,0.0313,0.07190645,0.0267,0.0594,3068,1606,6,3,511.3,535.3
TX,4809360,BANDERA ISD,mth,-0.201,0.10245218,-0.201,0.0862,-0.444,0.10365965,-0.4,0.0884,-0.243,0.12471709,-0.198,0.0972,651,657,4,4,162.8,164.3
TX,4809360,BANDERA ISD,rla,-0.257,0.04927673,-0.258,0.0455,-0.284,0.07884673,-0.263,0.0647,-0.0273,0.08953567,-0.00499,0.0683,1010,554,6,3,168.3,184.7
TX,4809450,BARBERS HILL ISD,rla,0.326,0.03867398,0.319,0.0366,0.377,0.06414995,0.355,0.0553,0.0514,0.07429846,0.0358,0.0608,2728,1613,6,3,454.7,537.7
TX,4809450,BARBERS HILL ISD,mth,0.635,0.09717118,0.598,0.0829,0.656,0.09779534,0.625,0.0842,0.0217,0.11743878,0.0272,0.0935,1830,2044,4,4,457.5,511.0
TX,4809570,BASTROP ISD,mth,-0.252,0.09558571,-0.254,0.0819,-0.598,0.096419,-0.524,0.0833,-0.346,0.11572256,-0.271,0.0926,3383,3306,4,4,845.8,826.5
TX,4809570,BASTROP ISD,rla,-0.498,0.03735887,-0.5,0.0355,-0.486,0.06106857,-0.485,0.0531,0.0117,0.0712706,0.0149,0.0591,5104,2760,6,3,850.7,920.0
TX,4809630,BAY CITY ISD,mth,-0.213,0.100631,-0.222,0.0849,-0.464,0.10387949,-0.43,0.0886,-0.251,0.1230962,-0.208,0.0965,1128,973,4,4,282.0,243.3
TX,4809630,BAY CITY ISD,rla,-0.393,0.04298409,-0.392,0.0403,-0.382,0.07225801,-0.376,0.0603,0.0103,0.08392753,0.0162,0.0657,1636,785,6,3,272.7,261.7
TX,4809670,BEAUMONT ISD,mth,-0.676,0.0954946,-0.653,0.0818,-0.892,0.0969936,-0.874,0.0837,-0.216,0.11618343,-0.221,0.0929,5568,4472,4,4,1392.0,1118.0
TX,4809670,BEAUMONT ISD,rla,-0.657,0.03636581,-0.659,0.0346,-0.742,0.06062432,-0.707,0.0529,-0.0854,0.07031549,-0.0477,0.0585,8264,3475,6,3,1377.3,1158.3
TX,4809720,BEEVILLE ISD,mth,-0.466,0.09960241,-0.361,0.0844,-0.312,0.0994567,-0.311,0.0855,0.154,0.12105518,0.0507,0.0953,866,716,4,4,216.5,179.0
TX,4809720,BEEVILLE ISD,rla,-0.405,0.04221386,-0.389,0.0397,-0.246,0.0692237,-0.278,0.0586,0.159,0.08020003,0.111,0.0639,1454,753,6,3,242.3,251.0
TX,4809810,BELLVILLE ISD,mth,-0.0135,0.10275532,-0.0606,0.0865,-0.379,0.10361199,-0.329,0.0881,-0.366,0.12444038,-0.268,0.0969,680,668,4,4,170.0,167.0
TX,4809810,BELLVILLE ISD,rla,-0.0439,0.04751788,-0.0708,0.0441,-0.225,0.07691426,-0.169,0.063,-0.181,0.09042979,-0.0978,0.0687,1026,535,6,3,171.0,178.3
TX,4809860,BELTON ISD,mth,0.164,0.09517501,0.121,0.0816,-0.185,0.09550664,-0.129,0.0826,-0.349,0.11497845,-0.25,0.0922,3615,3753,4,4,903.8,938.3
TX,4809860,BELTON ISD,rla,-0.0122,0.03641788,-0.0256,0.0346,-0.108,0.05997409,-0.0882,0.0524,-0.0956,0.06964894,-0.0626,0.0581,5461,3002,6,3,910.2,1000.7
TX,4810200,BIG SPRING ISD,rla,-0.624,0.04365889,-0.607,0.0409,-0.481,0.07030243,-0.505,0.0592,0.144,0.08217775,0.101,0.0649,1841,761,6,3,306.8,253.7
TX,4810200,BIG SPRING ISD,mth,-0.457,0.1004195,-0.351,0.0849,-0.255,0.10122024,-0.272,0.0867,0.202,0.12151633,0.0795,0.0956,1208,971,4,4,302.0,242.8
TX,4810230,BIRDVILLE ISD,mth,0.154,0.09405115,0.116,0.0808,-0.0457,0.09458426,-0.0416,0.082,-0.2,0.11360934,-0.158,0.0915,7073,6348,4,4,1768.3,1587.0
TX,4810230,BIRDVILLE ISD,rla,-0.0458,0.03474909,-0.0566,0.0332,-0.129,0.0576267,-0.112,0.0508,-0.0834,0.06701584,-0.0552,0.0566,10664,5101,6,3,1777.3,1700.3
TX,4810710,BOERNE ISD,mth,0.394,0.0954503,0.376,0.0818,0.372,0.09601591,0.36,0.083,-0.0228,0.11561161,-0.0164,0.0926,2812,2981,4,4,703.0,745.3
TX,4810710,BOERNE ISD,rla,0.339,0.03750988,0.327,0.0356,0.275,0.06113944,0.286,0.0532,-0.064,0.07142372,-0.0409,0.0592,4277,2497,6,3,712.8,832.3
TX,4810800,BONHAM ISD,mth,-0.108,0.10518087,-0.116,0.0877,-0.137,0.10528659,-0.183,0.0895,-0.029,0.12709284,-0.067,0.0983,531,475,4,4,132.8,118.8
TX,4810800,BONHAM ISD,rla,-0.278,0.0489914,-0.269,0.0452,-0.166,0.07639514,-0.196,0.0628,0.111,0.09064176,0.0723,0.0688,807,410,6,3,134.5,136.7
TX,4810890,BORGER ISD,mth,-0.0135,0.10063938,-0.0177,0.0851,-0.154,0.10419531,-0.138,0.0886,-0.141,0.12469836,-0.121,0.0972,780,684,4,4,195.0,171.0
TX,4810890,BORGER ISD,rla,-0.208,0.04494319,-0.199,0.0421,-0.13,0.07788145,-0.143,0.064,0.0775,0.0885175,0.0557,0.0679,1184,517,6,3,197.3,172.3
TX,4811190,BRAZOSPORT ISD,mth,-0.0232,0.09489099,0.0179,0.0814,-0.0782,0.09552243,-0.0344,0.0827,-0.055,0.11468884,-0.0523,0.0921,3659,3312,4,4,914.8,828.0
TX,4811190,BRAZOSPORT ISD,rla,-0.2,0.0362268,-0.204,0.0345,-0.165,0.06009167,-0.176,0.0525,0.0347,0.07007301,0.0277,0.0584,5498,2553,6,3,916.3,851.0
TX,4811280,BRENHAM ISD,mth,0.185,0.0982934,0.142,0.0836,-0.0141,0.09865109,-0.01,0.0849,-0.199,0.11879182,-0.152,0.0942,1463,1371,4,4,365.8,342.8
TX,4811280,BRENHAM ISD,rla,-0.173,0.0409205,-0.175,0.0385,-0.164,0.06674192,-0.161,0.057,0.00945,0.07781067,0.0137,0.0627,2244,1099,6,3,374.0,366.3
TX,4811310,BRIDGE CITY ISD,rla,-0.0151,0.04331022,-0.00686,0.0406,0.12,0.07248594,0.0831,0.0607,0.136,0.08365902,0.0899,0.0656,1402,702,6,3,233.7,234.0
TX,4811310,BRIDGE CITY ISD,mth,0.0811,0.09983414,0.104,0.0846,0.0254,0.09948031,0.0534,0.0855,-0.0557,0.12034858,-0.0506,0.095,960,896,4,4,240.0,224.0
TX,4811640,BROWNSBORO ISD,mth,0.0672,0.10077584,0.0745,0.0852,0.158,0.10165536,0.103,0.0869,0.0911,0.12206484,0.0283,0.0959,836,737,4,4,209.0,184.3
TX,4811640,BROWNSBORO ISD,rla,-0.149,0.04318085,-0.137,0.0405,-0.0699,0.07235309,-0.0758,0.0603,0.0791,0.08373708,0.0612,0.0656,1245,585,6,3,207.5,195.0
TX,4811680,BROWNSVILLE ISD,mth,0.117,0.09358676,0.0975,0.0805,-0.153,0.09413375,-0.101,0.0817,-0.27,0.11304992,-0.198,0.0912,12204,10250,4,4,3051.0,2562.5
TX,4811680,BROWNSVILLE ISD,rla,-0.128,0.0340392,-0.14,0.0325,-0.201,0.0566636,-0.189,0.0501,-0.0726,0.06589088,-0.0492,0.0559,18480,7909,6,3,3080.0,2636.3
TX,4811700,BROWNWOOD ISD,mth,-0.171,0.09931238,-0.118,0.0844,-0.078,0.10175816,-0.0931,0.0868,0.0931,0.12144733,0.0246,0.0955,1092,923,4,4,273.0,230.8
TX,4811700,BROWNWOOD ISD,rla,-0.318,0.04401287,-0.309,0.0411,-0.218,0.07037907,-0.239,0.059,0.1,0.08322088,0.0702,0.0653,1615,733,6,3,269.2,244.3
TX,4811790,BRYAN ISD,mth,-0.15,0.09482106,-0.13,0.0814,-0.282,0.09578547,-0.252,0.0828,-0.133,0.11460568,-0.121,0.0921,4819,4341,4,4,1204.8,1085.3
TX,4811790,BRYAN ISD,rla,-0.405,0.0357823,-0.411,0.0341,-0.425,0.05946649,-0.419,0.052,-0.0196,0.0694626,-0.00839,0.058,7148,3366,6,3,1191.3,1122.0
TX,4812060,BULLARD ISD,mth,0.463,0.10148339,0.419,0.0857,0.373,0.10159959,0.362,0.0869,-0.0895,0.12267798,-0.0573,0.0961,804,815,4,4,201.0,203.8
TX,4812060,BULLARD ISD,rla,0.17,0.04287535,0.176,0.0401,0.263,0.0704217,0.241,0.059,0.0925,0.08313061,0.0651,0.0653,1184,657,6,3,197.3,219.0
TX,4812120,BURKBURNETT ISD,mth,-0.106,0.0999761,-0.103,0.0847,-0.24,0.09987537,-0.228,0.0858,-0.135,0.12127214,-0.125,0.0954,919,961,4,4,229.8,240.3
TX,4812120,BURKBURNETT ISD,rla,-0.31,0.0446049,-0.31,0.0416,-0.283,0.06911644,-0.285,0.0583,0.0273,0.08215808,0.0248,0.0648,1360,732,6,3,226.7,244.0
TX,4812180,BURLESON ISD,rla,0.000152,0.03584995,-0.0118,0.0341,-0.0908,0.05961197,-0.0711,0.0522,-0.091,0.06925438,-0.0593,0.0579,5963,2992,6,3,993.8,997.3
TX,4812180,BURLESON ISD,mth,0.0321,0.09463894,0.0627,0.0812,0.118,0.09548445,0.0986,0.0826,0.0855,0.11452503,0.0358,0.092,3910,3630,4,4,977.5,907.5
TX,4812220,BURNET CISD,rla,-0.328,0.04457916,-0.334,0.0418,-0.328,0.07701341,-0.325,0.0633,4.62e-05,0.08750165,0.00841,0.0674,1486,720,6,3,247.7,240.0
TX,4812220,BURNET CISD,mth,-0.211,0.09877553,-0.202,0.084,-0.369,0.10115551,-0.349,0.0866,-0.158,0.12198346,-0.146,0.0958,910,902,4,4,227.5,225.5
TX,4812390,CADDO MILLS ISD,mth,0.327,0.10362006,0.319,0.0871,0.184,0.10016154,0.232,0.0858,-0.143,0.12274471,-0.0868,0.096,582,723,4,4,145.5,180.8
TX,4812390,CADDO MILLS ISD,rla,0.214,0.04844761,0.204,0.0447,0.234,0.07483748,0.218,0.0616,0.0193,0.09006701,0.014,0.0685,874,558,6,3,145.7,186.0
TX,4812420,CALALLEN ISD,mth,0.0378,0.09801032,0.0596,0.0834,-0.109,0.09853231,-0.051,0.0848,-0.147,0.11862322,-0.111,0.0941,1214,1123,4,4,303.5,280.8
TX,4812420,CALALLEN ISD,rla,0.0551,0.04063159,0.0468,0.0383,0.07,0.06756254,0.0598,0.0574,0.0149,0.07855196,0.0129,0.063,1910,952,6,3,318.3,317.3
TX,4812480,CALHOUN COUNTY ISD,mth,0.12,0.09848426,0.142,0.0837,-0.0563,0.09961966,0.023,0.0856,-0.176,0.1194262,-0.119,0.0946,1132,1016,4,4,283.0,254.0
TX,4812480,CALHOUN COUNTY ISD,rla,-0.109,0.04036082,-0.135,0.0381,-0.258,0.06992873,-0.227,0.0588,-0.149,0.08097633,-0.0924,0.0643,1652,775,6,3,275.3,258.3
TX,4812750,CANTON ISD,mth,0.0139,0.10010889,0.0513,0.0849,-0.0856,0.09962258,-0.0241,0.0854,-0.0995,0.12123779,-0.0753,0.0953,667,704,4,4,166.8,176.0
TX,4812750,CANTON ISD,rla,0.107,0.04634773,0.0939,0.043,0.0396,0.07545027,0.0628,0.0619,-0.0672,0.08948999,-0.0312,0.0682,1005,502,6,3,167.5,167.3
TX,4812780,CANUTILLO ISD,mth,-0.0706,0.09712881,-0.0522,0.0829,-0.329,0.09932052,-0.241,0.0851,-0.259,0.11778497,-0.189,0.0937,1816,1541,4,4,454.0,385.3
TX,4812780,CANUTILLO ISD,rla,-0.136,0.03896737,-0.14,0.0368,-0.107,0.06412646,-0.115,0.0551,0.0295,0.0750416,0.0241,0.0612,2664,1319,6,3,444.0,439.7
TX,4812810,CANYON ISD,mth,0.384,0.09545127,0.362,0.0818,0.415,0.0956134,0.376,0.0827,0.0306,0.11511789,0.0139,0.0923,3224,3277,4,4,806.0,819.3
TX,4812810,CANYON ISD,rla,0.0814,0.03654588,0.0832,0.0347,0.168,0.05992575,0.148,0.0524,0.0869,0.06994925,0.0647,0.0583,4788,2534,6,3,798.0,844.7
TX,4813020,CARROLL ISD,mth,1.07,0.1017282,0.998,0.0858,0.954,0.0991373,0.975,0.0853,-0.118,0.12151137,-0.0221,0.0955,2162,2086,4,4,540.5,521.5
TX,4813020,CARROLL ISD,rla,0.898,0.04103646,0.877,0.0387,0.862,0.06926364,0.851,0.0586,-0.0359,0.08000287,-0.026,0.0638,3925,2046,6,3,654.2,682.0
TX,4813050,CARROLLTON-FARMERS BRANCH ISD,rla,-0.187,0.03480158,-0.199,0.0332,-0.288,0.05793022,-0.267,0.051,-0.101,0.06735709,-0.0673,0.0568,11181,5081,6,3,1863.5,1693.7
TX,4813050,CARROLLTON-FARMERS BRANCH ISD,mth,0.017,0.09408735,0.00612,0.0809,-0.226,0.09475151,-0.18,0.0821,-0.242,0.1137735,-0.186,0.0916,7568,6790,4,4,1892.0,1697.5
